story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Gespräch mit Hassan	h01_l01	0	Keífe	Kêyfê	0	Keífe	Kêyfê	keife	condition			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l01	1	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l01	2	seńén’u?	sênyênû	0	seńén’u	sênyênû	senenu	how are			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l02	0	Keífe	Kêyfê	0	Keífe	Kêyfê	keife	condition			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l02	1	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l02	2	h̔aúlu.	'hawlû	0	h̔aúlu	'hawlû	haulu	well			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l03	0	Nāmeí	Namêy	0	Nām	nam	nam	name			medium	Hassan dialogue genitive/ezafe phrase: name of your tribe.
Gespräch mit Hassan	h01_l03	0	Nāmeí	Namêy	1	eí	êy	-i	EZ/GEN	linker	relation=genitive/ezafe	medium	Müller/Lerch ezafe/genitive analysis used across the reviewed feud interlinears.
Gespräch mit Hassan	h01_l03	1	ašíreta	aşirêta	0	ašíret	aşirêt	asiret	tribe			medium	Hassan dialogue genitive/ezafe phrase: name of your tribe.
Gespräch mit Hassan	h01_l03	1	ašíreta	aşirêta	1	a	a	-a	EZ/GEN	linker	relation=genitive/ezafe	medium	Müller/Lerch ezafe/genitive analysis used across the reviewed feud interlinears.
Gespräch mit Hassan	h01_l03	2	te	tê	0	te	tê	te	2SG.POSS	pronoun	person=2;number=singular;possessive=yes	medium	Context: your tribe.
Gespräch mit Hassan	h01_l03	3	t̮ínau?	çinaw	0	t̮ínau	çinaw	tinau	what is			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l04	0	Nameí	Namêy	0	Nam	nam	nam	name			medium	Hassan dialogue genitive/ezafe phrase: name of our tribe.
Gespräch mit Hassan	h01_l04	0	Nameí	Namêy	1	eí	êy	-i	EZ/GEN	linker	relation=genitive/ezafe	medium	Müller/Lerch ezafe/genitive analysis used across the reviewed feud interlinears.
Gespräch mit Hassan	h01_l04	1	ašíreta	aşirêta	0	ašíret	aşirêt	asiret	tribe			medium	Hassan dialogue genitive/ezafe phrase: name of our tribe.
Gespräch mit Hassan	h01_l04	1	ašíreta	aşirêta	1	a	a	-a	EZ/GEN	linker	relation=genitive/ezafe	medium	Müller/Lerch ezafe/genitive analysis used across the reviewed feud interlinears.
Gespräch mit Hassan	h01_l04	2	mā	ma	0	mā	ma	ma	1PL.POSS	pronoun	person=1;number=plural;possessive=yes	medium	Context: our tribe.
Gespräch mit Hassan	h01_l04	3	Sivā́ṅ.	Sivang	0	Sivā́ṅ	Sivang	sivan	Sivan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l05	0	T̮é̱nde	Çendê	0	T̮é̱nde	Çendê	tende	how many			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l05	1	dḗwi	dêwi	0	dḗwi	dêwi	dewi	villages			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l05	2	ašíreta	aşirêta	0	ašíreta	aşirêta	asireta	tribe			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l05	3	šṳ́ma	şûma	0	šṳ́ma	şûma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l05	4	é̱sti?	esti	0	é̱sti	esti	esti	there are			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	0	Hyéris	Hyêris	0	Hyéris	Hyêris	hyeris	thirty			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	1	u	û	0	u	û	u	and			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	2	t̮ehér	çêhêr	0	t̮ehér	çêhêr	teher	four			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	3	dé̱wi	dewi	0	dé̱wi	dewi	dewi	villages			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	4	ašíreta	aşirêta	0	ašíreta	aşirêta	asireta	tribe			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l06	5	mā́’i.	mai	0	mā́’i	mai	mai	ours			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l07	0	Nāmeí	Namêy	0	Nāmeí	Namêy	namei	name			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l07	1	dé̱wāni	dewani	0	dé̱wāni	dewani	dewani	villages			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l07	2	ašíreta	aşirêta	0	ašíreta	aşirêta	asireta	tribe			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l07	3	šṳ́ma	şûma	0	šṳ́ma	şûma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l07	4	t̮ínau?	çinaw	0	t̮ínau	çinaw	tinau	what is			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	0	Fatrakó̤m,	Fatrakom	0	Fatrakó̤m	Fatrakom	fatrakom	Fatrakom			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	1	Hʿo̤psó̤r,	'Hopsor	0	Hʿo̤psó̤r	'Hopsor	hopsor	Hopsor			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	2	Teníḱ,	Tênik	0	Teníḱ	Tênik	tenik	Tenık			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	3	Réžuān,	Rêjwan	0	Réžuān	Rêjwan	rezuan	Rezuan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	4	Zi̥máǵ,	Zımag	0	Zi̥máǵ	Zımag	zimag	Zımax			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	5	Hʿoersíǵ,	'Hoêrsig	0	Hʿoersíǵ	'Hoêrsig	hoersig	Horsıg			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l08	6	Hʿe-	'Hê	0	Hʿe	'Hê	he	Hemık			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	0	mék,	mêk	0	mék	mêk	mek	Hemık			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	1	Bi̥lí̥ke,	Bılıkê	0	Bi̥lí̥ke	Bılıkê	bilike	Bılıko			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	2	Me̱lekā́ṅ,	Melêkang	0	Me̱lekā́ṅ	Melêkang	melekan	Melekan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	3	Marḱ,	Mark	0	Marḱ	Mark	mark	Mark			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	4	Aldū́n,	Aldûn	0	Aldū́n	Aldûn	aldun	Aldun			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	5	Ge̱wél,	Gewêl	0	Ge̱wél	Gewêl	gewel	Gewel			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	6	Kasán,	Kasan	0	Kasán	Kasan	kasan	Kasan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	7	Hʿóena,	'Hoêna	0	Hʿóena	'Hoêna	hoena	Hoeni			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l09	8	Sā́-	Sa	0	Sā́	Sa	sa	what			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	0	ma,	ma	0	ma	ma	ma	we			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	1	É̱merā,	Emêra	0	É̱merā	Emêra	emera	Emera			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	2	Šékera,	Şêkêra	0	Šékera	Şêkêra	sekera	Şekera			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	3	Hʿeílāṅ,	'Hêylang	0	Hʿeílāṅ	'Hêylang	heilan	Heylan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	4	Báziāṅ,	Bazyang	0	Báziāṅ	Bazyang	bazian	Bazian			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	5	Mála-Ibrahimā́n,	Mala-İbrahiman	0	Mála-Ibrahimā́n	Mala-İbrahiman	malaibrahiman	Mala Ibrahim			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l10	6	Ávdelāṅ,	Avdêlang	0	Ávdelāṅ	Avdêlang	avdelan	Avdelan			unsplit	Current word-level token gloss; no confident internal split applied.
Gespräch mit Hassan	h01_l11	0	Mí̥stāṅ,	Mıstang	0	Mí̥stāṅ	Mıstang	mistan	Mıstan			unsplit	Current word-level token gloss; no confident internal split applied.
