story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Áli aγá lā́d̮i Kelháni	a01_l01	0	Áli	Ali	0	Áli	Ali	ali	Ali, personal name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	1	aγá	ağa	0	aγá	ağa	aga	Agha			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	2	lā́d̮i	laci	0	lā́d̮	lac	lad	son			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Áli aγá lā́d̮i Kelháni	a01_l01	2	lā́d̮i	laci	1	i	i	-i	EZ/GEN	linker	relation=genitive/ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Áli aγá lā́d̮i Kelháni	a01_l01	3	Kelháni	Kêlhani	0	Kelháni	Kêlhani	kelhani	Kelhan, name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	4	mírei	mirêy	0	mírei	mirêy	mirei	chief			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	5	nah̔eí	na'hêy	0	nah̔eí	na'hêy	nahei	district			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	6	Karbe̱gā́ni.	Karbegani	0	Karbe̱gā́ni	Karbegani	karbegani	Karbegan, place name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	7	Nameí	Namêy	0	Nameí	Namêy	namei	name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l01	8	daú’ai	daway	0	daú’ai	daway	dauai	of the village			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	0	Áli	Ali	0	Áli	Ali	ali	Ali, personal name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	1	aγaí	ağay	0	aγa	ağa	aγa	agha			medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Áli aγá lā́d̮i Kelháni	a01_l02	1	aγaí	ağay	1	í	i	-i	EZ/OBL	case/linker	relation=genitive_or_oblique	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Áli aγá lā́d̮i Kelháni	a01_l02	2	Nārbyẹ̄́š.	Narbyêş	0	Nārbyẹ̄́š	Narbyêş	narbyes	Narbyes, village name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	3	Áli	Ali	0	Áli	Ali	ali	Ali, personal name			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	4	aγá	ağa	0	aγá	ağa	aga	Agha			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	5	t̮ehér	çêhêr	0	t̮ehér	çêhêr	teher	four			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	6	daú’āṅ	dawang	0	daú’	daw	daw	village			high	Muller 1865, ZGP-0334 plural -an.
Áli aγá lā́d̮i Kelháni	a01_l02	6	daú’āṅ	dawang	1	āṅ	an	-an	PL	suffix	number=plural	high	Muller 1865, ZGP-0334 plural -an.
Áli aγá lā́d̮i Kelháni	a01_l02	7	dā	da	0	dā	da	da	overran			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	8	pyérū,	pyêru	0	pyérū	pyêru	pyeru	all			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	9	híris	hiris	0	híris	hiris	hiris	thirty			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	10	u	û	0	u	û	u	and			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l02	11	t̮ehér	çêhêr	0	t̮ehér	çêhêr	teher	four			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l03	0	kíšti.	kişti	0	kíšti	kişti	kisti	killed			unsplit	Current word-level token gloss; no confident internal split applied.
Áli aγá lā́d̮i Kelháni	a01_l03	1	T̮aúdi	Çawdi	0	T̮aúdi	Çawdi	taudi	nothing			unsplit	Current word-level token gloss; no confident internal split applied.
